customer_id,age,gender,annual_income,spending_score,membership_years,preferred_category,online_purchases,store_visits,churn
1826,51,Male,108876,5,8.0,Sports,29,11,0
1827,57,Female,115561,11,4.7,Home,39,8,0
1828,44,Female,74391,42,5.4,Clothing,9,1,0
1829,30,Female,21607,99,9.9,Groceries,11,2,1
1830,62,Male,149242,91,9.7,Electronics,16,4,0
1831,50,Male,22953,41,4.4,Home,47,17,1
1832,23,Female,64941,19,7.0,Home,29,27,1
1833,41,Female,91469,48,3.0,Home,0,13,0
1834,36,Male,96922,53,2.0,Home,35,21,0
1835,33,Male,81683,55,7.8,Sports,39,25,1
1836,57,Male,133525,61,4.6,Clothing,23,18,1
1837,45,Female,90218,32,2.2,Home,37,20,0
1838,50,Male,133157,46,7.7,Home,20,4,0
1839,65,Male,129588,92,9.2,Home,41,9,0
1840,58,Male,141021,36,9.4,Groceries,31,15,0
1841,30,Female,142080,18,6.2,Groceries,17,23,0
1842,60,Male,31154,74,5.1,Electronics,12,24,0
1843,62,Female,145542,96,1.8,Clothing,36,19,0
1844,42,Female,29047,18,8.0,Home,43,25,0
1845,59,Female,108529,12,9.5,Electronics,20,0,1
1846,53,Male,95874,72,8.9,Electronics,17,20,0
1847,44,Male,34323,97,7.6,Clothing,39,3,0
1848,55,Male,57693,46,0.5,Groceries,45,4,0
1849,24,Female,78730,55,4.4,Clothing,46,10,1
1850,22,Male,109170,38,4.4,Electronics,25,13,0
1851,60,Female,46292,78,9.0,Clothing,4,24,0
1852,62,Male,124087,2,1.1,Groceries,4,23,1
1853,68,Male,65111,9,5.5,Electronics,30,26,1
1854,48,Male,95453,5,1.8,Clothing,27,10,0
1855,40,Male,95681,98,6.8,Home,48,26,0
1856,59,Female,115253,19,8.0,Home,12,23,0
1857,27,Female,59491,71,6.6,Clothing,48,7,0
1858,49,Female,69336,39,8.0,Clothing,10,0,0
1859,60,Female,36905,42,6.3,Groceries,0,27,0
1860,47,Male,50273,17,2.3,Electronics,23,6,0
1861,56,Female,145191,63,4.1,Clothing,12,12,0
1862,48,Female,135936,90,9.6,Electronics,17,19,1
1863,35,Female,46234,46,3.2,Home,23,5,1
1864,53,Male,98885,91,1.1,Electronics,28,3,0
1865,19,Female,86538,92,4.2,Sports,27,11,1
1866,31,Female,124570,20,4.0,Groceries,37,4,1
1867,30,Male,52573,70,5.0,Groceries,44,4,0
1868,46,Male,113339,8,5.8,Electronics,21,16,0
1869,29,Female,141132,96,9.9,Groceries,19,5,0
1870,56,Female,84320,19,7.7,Electronics,10,9,1
1871,19,Male,148993,32,0.8,Electronics,19,15,0
1872,49,Female,31330,19,7.3,Home,40,23,0
1873,30,Male,112040,24,8.3,Electronics,12,28,0
1874,63,Female,100516,24,9.0,Groceries,46,20,1
1875,44,Female,92553,56,4.5,Sports,23,13,0
1876,66,Female,61353,81,3.5,Clothing,42,9,0
1877,58,Female,36011,18,8.5,Groceries,23,28,0
1878,34,Female,103537,12,7.9,Sports,47,27,0
1879,57,Male,80985,41,5.6,Groceries,16,21,0
1880,48,Male,37044,87,1.6,Sports,4,20,0
1881,51,Female,58292,48,6.7,Groceries,29,16,0
1882,41,Female,142304,82,1.1,Clothing,13,4,0
1883,62,Female,25250,64,1.5,Home,14,1,0
1884,52,Male,147044,16,3.6,Home,8,3,0
1885,65,Male,125816,80,4.0,Clothing,13,17,0
1886,23,Male,43289,23,4.9,Groceries,9,7,0
1887,36,Male,53087,86,3.7,Sports,21,13,0
1888,47,Male,95952,39,0.8,Electronics,30,12,0
1889,24,Male,110695,33,2.0,Groceries,12,28,0
1890,27,Male,56368,24,1.6,Clothing,16,6,1
1891,58,Male,140648,61,4.6,Home,0,8,1
1892,49,Female,90815,55,2.5,Home,13,3,0
1893,51,Male,110693,61,3.3,Groceries,43,4,0
1894,45,Male,81040,84,5.0,Sports,38,14,1
1895,32,Male,136455,97,2.7,Clothing,34,8,0
1896,47,Male,78900,95,2.8,Clothing,0,24,1
1897,54,Female,35494,40,8.4,Sports,26,17,1
1898,46,Male,136486,58,5.7,Sports,44,27,1
1899,39,Female,65166,72,8.6,Groceries,21,26,0
1900,21,Female,111110,74,5.4,Groceries,33,13,0
1901,37,Female,45333,1,9.1,Home,8,14,0
1902,49,Male,53050,85,2.9,Home,49,0,0
1903,53,Male,117799,25,6.4,Sports,35,18,0
1904,67,Male,118075,96,5.3,Electronics,47,25,0
1905,21,Female,99566,53,9.2,Electronics,31,0,0
1906,44,Female,108257,61,4.5,Electronics,37,5,1
1907,34,Female,68070,46,8.6,Clothing,19,7,0
1908,29,Female,25166,74,5.9,Groceries,26,3,0
1909,39,Male,27121,60,7.2,Sports,2,15,1
1910,34,Male,34677,51,8.9,Home,10,10,0
1911,27,Male,76561,73,10.0,Electronics,23,3,0
1912,18,Female,116777,84,7.4,Home,28,10,1
1913,39,Female,101909,48,3.5,Groceries,4,9,0
1914,43,Male,107409,84,3.3,Sports,32,16,1
1915,35,Male,57664,40,3.4,Electronics,7,8,1
1916,67,Female,149926,7,1.4,Electronics,18,9,0
1917,31,Male,134818,75,1.0,Sports,3,7,0
1918,64,Male,21293,85,6.0,Home,40,29,0
1919,46,Female,42443,19,8.2,Groceries,34,13,1
1920,29,Female,125261,15,0.8,Groceries,29,12,0
1921,53,Female,69212,70,5.9,Groceries,4,2,0
1922,52,Male,104131,61,4.0,Home,47,13,0
1923,69,Female,95276,56,9.0,Home,39,13,1
1924,29,Male,32559,10,1.9,Electronics,37,2,1
1925,24,Male,85231,46,5.9,Home,2,28,1
1926,46,Female,128277,80,9.7,Clothing,15,15,0
1927,28,Male,59044,75,3.8,Sports,7,9,0
1928,50,Female,41747,57,7.5,Home,44,3,0
1929,23,Female,126456,35,8.9,Groceries,4,19,1
1930,64,Male,93509,72,2.3,Home,37,17,0
1931,32,Male,100869,92,9.9,Electronics,34,3,0
1932,49,Female,50129,3,8.2,Sports,7,1,1
1933,68,Female,20037,66,1.8,Sports,35,10,0
1934,28,Female,124294,53,3.5,Groceries,24,14,1
1935,40,Female,117847,78,6.4,Sports,48,10,0
1936,43,Female,123742,52,8.9,Clothing,7,22,0
1937,51,Female,142365,93,2.4,Sports,20,20,1
1938,63,Male,68503,53,7.4,Groceries,45,22,1
1939,51,Male,48207,54,3.1,Sports,8,5,0
1940,46,Male,129160,47,8.2,Home,31,17,0
1941,21,Male,53241,3,7.0,Electronics,43,29,1
1942,34,Female,20058,65,5.5,Home,12,27,1
1943,52,Male,88172,15,6.7,Clothing,22,17,1
1944,30,Male,116171,84,8.8,Clothing,7,0,0
1945,58,Female,34834,86,4.2,Electronics,34,12,0
1946,56,Male,101113,34,7.8,Electronics,27,0,1
1947,32,Female,148894,50,2.0,Electronics,14,12,0
1948,46,Female,137302,33,7.2,Electronics,28,20,0
1949,46,Female,47190,73,7.6,Sports,3,4,0
1950,28,Female,92832,3,4.7,Home,33,22,0
1951,69,Female,41383,2,8.0,Clothing,36,16,0
1952,49,Male,130974,4,5.8,Sports,23,15,0
1953,19,Male,144291,16,9.4,Electronics,20,20,0
1954,64,Male,44660,54,1.6,Groceries,1,17,0
1955,31,Female,128029,33,1.7,Groceries,6,9,1
1956,37,Male,138485,9,8.5,Home,10,16,0
1957,39,Male,22674,57,8.5,Clothing,11,6,0
1958,28,Male,134100,40,5.0,Clothing,3,14,1
1959,44,Male,129369,52,9.7,Home,34,18,0
1960,20,Female,42820,82,7.0,Electronics,39,26,0
1961,34,Male,105040,16,9.8,Electronics,25,8,1
1962,61,Female,45666,8,5.6,Clothing,17,20,1
1963,45,Female,63794,87,2.4,Clothing,36,20,0
1964,46,Male,147104,60,4.7,Clothing,15,4,1
1965,38,Female,22076,36,9.8,Electronics,11,24,0
1966,64,Female,84854,3,4.0,Groceries,40,28,0
1967,33,Female,148544,15,9.6,Home,39,9,1
1968,54,Female,72342,97,8.1,Home,36,12,0
1969,37,Female,57555,82,4.7,Sports,18,0,1
1970,23,Female,75208,23,5.6,Sports,14,20,0
1971,36,Female,52406,3,6.3,Groceries,21,25,0
1972,22,Male,81572,30,6.8,Clothing,19,5,0
1973,20,Male,60262,45,1.2,Groceries,42,24,0
1974,18,Female,111320,17,9.4,Sports,12,2,0
1975,55,Female,138265,58,6.2,Sports,22,16,0
1976,32,Male,106661,58,9.3,Home,30,11,1
1977,51,Male,43216,96,6.5,Groceries,25,26,1
1978,52,Male,88117,57,4.6,Electronics,44,10,0
1979,66,Male,101136,7,5.9,Sports,31,7,0
1980,42,Female,50284,39,8.4,Home,20,24,0
1981,41,Female,40171,78,3.6,Clothing,16,11,1
1982,29,Male,110627,58,9.6,Groceries,28,10,0
1983,35,Male,34333,56,4.9,Sports,28,21,1
1984,32,Male,50535,15,9.6,Electronics,47,4,1
1985,61,Male,109023,44,8.9,Sports,21,27,0
1986,33,Female,95940,12,7.8,Electronics,48,7,0
1987,44,Male,129470,8,4.9,Groceries,18,11,0
1988,25,Male,53700,80,6.1,Electronics,13,21,1
1989,63,Male,103583,41,8.5,Electronics,38,5,0
1990,42,Female,61516,34,5.7,Home,22,8,1
1991,34,Female,35577,46,7.5,Groceries,40,24,1
1992,46,Female,109834,88,8.0,Sports,1,16,0
1993,25,Male,144551,29,5.4,Clothing,31,27,0
1994,32,Male,35015,16,5.6,Groceries,37,1,0
1995,44,Male,111104,5,2.4,Groceries,32,0,0
1996,63,Female,134412,5,2.8,Clothing,6,17,0
1997,67,Female,111740,30,9.1,Sports,47,2,0
1998,69,Male,117284,50,8.5,Home,33,28,1
1999,24,Male,111803,5,0.6,Sports,3,13,1
2000,20,Female,41236,13,8.8,Clothing,22,12,0
2001,46,Male,118151,99,0.7,Sports,19,1,0
2002,61,Male,86640,49,4.9,Groceries,21,21,0
2003,41,Male,103190,89,1.1,Home,45,3,1
2004,20,Female,145782,50,9.7,Electronics,28,14,0
2005,37,Male,149516,14,9.7,Sports,42,4,0
2006,63,Male,65704,46,6.3,Electronics,40,9,0
2007,32,Male,62369,90,4.2,Home,36,8,0
2008,42,Male,23646,82,5.4,Electronics,2,17,1
2009,47,Female,107007,84,7.7,Sports,21,2,0
2010,31,Female,45906,34,2.6,Clothing,19,13,1
2011,24,Female,106643,71,4.7,Groceries,24,9,0
2012,34,Male,67728,47,7.5,Groceries,33,16,0
2013,61,Female,34878,60,4.3,Electronics,41,14,1
2014,37,Male,136742,74,0.8,Groceries,28,17,1
2015,53,Female,148925,79,5.3,Groceries,9,16,0
2016,26,Male,29145,81,7.5,Clothing,38,29,0
2017,55,Female,108578,11,9.8,Electronics,46,24,0
2018,65,Female,38226,98,0.9,Clothing,36,2,1
2019,39,Female,22802,91,5.6,Clothing,39,15,1
2020,19,Male,44119,85,4.8,Home,49,18,0
2021,41,Male,83560,95,2.8,Electronics,19,12,0
2022,25,Male,77353,50,6.6,Clothing,37,22,0
2023,28,Female,148572,4,2.1,Sports,22,16,0
2024,30,Male,134669,41,3.2,Groceries,10,24,0
2025,34,Male,112721,59,7.9,Electronics,7,22,1
2026,25,Male,143001,60,4.9,Home,28,15,1
2027,38,Male,82126,81,9.9,Clothing,35,8,0
2028,35,Male,91641,62,4.2,Sports,24,23,0
2029,47,Male,71712,84,4.9,Groceries,38,20,0
2030,35,Female,72189,25,3.4,Groceries,33,11,0
2031,63,Female,77784,87,2.7,Sports,46,2,1
2032,64,Male,88285,79,9.3,Electronics,31,26,0
2033,48,Female,135278,33,7.6,Groceries,40,8,0
2034,55,Female,136056,19,3.7,Groceries,22,15,0
2035,49,Male,62949,57,7.2,Groceries,20,4,0
2036,28,Male,54129,15,9.7,Clothing,18,24,0
2037,62,Female,44512,41,1.2,Clothing,24,18,1
2038,42,Male,122077,69,3.0,Groceries,22,21,1
2039,50,Female,99031,80,2.4,Home,18,12,0
2040,55,Female,83554,60,8.8,Groceries,4,1,0
2041,58,Female,22064,96,2.2,Electronics,18,18,0
2042,25,Male,115614,22,3.4,Home,34,17,1
2043,28,Female,71567,43,5.7,Electronics,11,11,0
2044,39,Male,137639,32,6.4,Sports,38,17,1
2045,68,Male,50011,13,8.2,Sports,24,4,0
2046,41,Male,91152,38,4.4,Clothing,4,25,0
2047,58,Male,93511,26,5.6,Clothing,11,19,1
2048,34,Male,30960,81,9.7,Clothing,26,26,1
2049,29,Female,113528,5,3.3,Sports,3,19,0
2050,63,Male,141789,49,2.9,Electronics,18,28,0
2051,49,Male,78920,97,7.3,Home,44,7,0
2052,32,Male,41387,91,7.8,Clothing,46,29,1
2053,33,Male,35324,5,4.4,Sports,23,21,1
2054,39,Male,83960,71,2.5,Clothing,41,15,0
2055,45,Female,142994,48,7.9,Groceries,27,25,0
2056,37,Male,91779,18,6.9,Home,32,1,0
2057,50,Male,52628,95,8.8,Electronics,34,12,0
2058,27,Female,141269,6,8.5,Clothing,49,0,1
2059,57,Male,95096,66,2.4,Groceries,15,4,0
2060,49,Female,67452,77,8.4,Groceries,11,22,0
2061,67,Female,61098,42,2.2,Home,15,20,0
2062,50,Female,90459,52,8.7,Sports,10,11,1
2063,19,Female,59235,11,7.8,Sports,42,3,0
2064,50,Male,106861,26,5.9,Clothing,27,4,0
2065,50,Male,47949,21,6.6,Clothing,22,10,0
2066,58,Female,42821,66,1.5,Sports,45,9,1
2067,30,Female,91612,40,0.9,Electronics,16,7,0
2068,47,Male,42032,56,3.6,Electronics,18,20,1
2069,50,Female,93537,51,8.3,Groceries,10,8,0
2070,30,Female,35303,20,4.9,Home,3,25,0
2071,69,Female,136003,81,2.6,Electronics,9,6,0
2072,43,Male,101993,80,8.4,Clothing,18,26,0
2073,39,Female,146726,57,2.7,Electronics,35,28,1
2074,56,Male,126979,5,8.2,Home,42,13,0
2075,19,Male,32303,14,4.8,Clothing,38,10,1
2076,55,Male,70701,24,4.9,Home,40,29,0
2077,56,Female,70511,68,3.1,Sports,21,17,0
2078,43,Female,100664,52,9.1,Home,1,24,1
2079,63,Male,38280,48,1.3,Home,32,17,1
2080,67,Male,59427,88,1.9,Home,39,21,1
2081,32,Male,117180,47,6.5,Clothing,26,29,1
2082,51,Female,123550,60,8.6,Home,18,7,1
2083,59,Female,26967,73,1.4,Home,47,1,0
2084,61,Male,26661,3,7.5,Groceries,45,21,0
2085,66,Male,97952,9,7.6,Clothing,3,20,0
2086,57,Female,86046,82,6.0,Home,18,6,1
2087,28,Male,126918,83,5.1,Electronics,24,25,0
2088,20,Female,55200,24,3.6,Home,5,28,0
2089,23,Female,87442,4,3.8,Electronics,46,4,1
2090,26,Male,81671,9,6.9,Sports,12,13,0
2091,23,Male,111070,97,1.1,Sports,21,13,0
2092,26,Female,78168,1,6.1,Clothing,3,2,0
2093,56,Female,68322,35,3.1,Clothing,1,5,0
2094,48,Female,101984,74,4.9,Sports,2,22,0
2095,49,Female,57696,12,5.8,Clothing,45,16,0
2096,58,Female,90246,18,8.9,Electronics,29,23,0
2097,67,Male,129844,78,6.0,Electronics,3,7,1
2098,29,Female,58892,10,2.7,Groceries,47,28,1
2099,25,Female,126141,74,1.3,Clothing,42,19,1
2100,25,Female,35583,18,6.5,Clothing,28,29,0
2101,67,Male,102720,24,5.7,Groceries,44,29,1
2102,45,Male,75215,1,6.9,Home,32,23,0
2103,37,Female,44853,94,4.9,Electronics,12,2,1
2104,64,Female,26109,79,8.3,Home,46,28,1
2105,24,Male,128213,72,9.2,Groceries,38,14,1
2106,28,Male,79757,99,0.9,Clothing,31,4,0
2107,37,Male,26659,82,7.6,Home,27,18,1
2108,33,Male,21238,16,0.8,Clothing,36,1,1
2109,21,Female,141270,85,4.7,Groceries,27,20,0
2110,23,Male,139211,15,4.9,Sports,26,7,0
2111,39,Female,35064,62,7.1,Clothing,24,8,0
2112,43,Female,51115,5,3.8,Home,29,4,1
2113,20,Male,51952,45,8.3,Home,5,2,1
2114,58,Male,25620,52,3.8,Groceries,29,11,0
2115,59,Male,119790,71,3.8,Home,8,2,0
2116,31,Male,122985,7,2.6,Electronics,5,23,0
2117,28,Female,64258,27,7.0,Clothing,28,18,1
2118,35,Female,24470,89,1.2,Electronics,22,15,0
2119,29,Female,42003,86,3.9,Groceries,5,24,0
2120,40,Male,47571,13,3.0,Electronics,21,25,1
2121,29,Female,44668,17,2.7,Electronics,1,15,0
2122,30,Male,97259,44,1.1,Clothing,30,0,0
2123,42,Female,132192,13,2.3,Clothing,5,16,0
2124,62,Male,116576,90,4.7,Sports,41,20,0
2125,68,Female,125481,73,5.3,Electronics,4,19,0
2126,36,Female,131505,5,3.1,Clothing,19,2,0
2127,63,Male,52046,33,6.7,Electronics,11,16,0
2128,53,Female,90977,4,3.7,Electronics,37,22,0
2129,62,Female,136528,92,4.0,Groceries,37,16,0
2130,25,Male,97255,26,7.9,Groceries,7,15,0
2131,46,Male,25397,68,5.7,Electronics,48,5,0
2132,49,Male,119925,16,9.6,Groceries,49,25,0
2133,68,Male,103481,22,3.9,Clothing,42,17,0
2134,61,Male,42233,36,8.4,Electronics,32,13,0
2135,35,Female,103336,58,7.5,Groceries,38,19,1
2136,23,Male,80308,55,9.0,Clothing,39,7,0
2137,35,Female,89726,35,9.6,Electronics,30,18,0
2138,36,Female,83219,25,0.6,Electronics,2,8,0
2139,39,Male,123358,72,1.3,Groceries,18,20,0
2140,54,Female,21130,81,6.9,Clothing,47,21,0
2141,49,Female,144293,61,4.2,Electronics,7,17,0
2142,58,Male,34071,18,8.3,Electronics,29,0,0
2143,20,Female,105517,58,0.6,Sports,30,20,0
2144,45,Male,130240,76,8.2,Electronics,28,16,0
2145,27,Male,22118,57,1.8,Sports,5,3,0
2146,68,Male,20663,97,3.3,Sports,1,15,0
2147,52,Female,82408,87,9.7,Clothing,22,23,0
2148,46,Female,71786,63,1.0,Home,43,29,1
2149,32,Female,101271,12,3.8,Sports,29,11,0
2150,50,Female,39158,11,1.3,Clothing,37,12,1
2151,24,Male,51087,13,8.6,Groceries,45,1,1
2152,29,Female,108114,35,7.2,Sports,38,21,0
2153,66,Male,73121,27,8.1,Home,8,11,1
2154,47,Female,148142,89,5.5,Groceries,6,9,1
2155,38,Female,39874,67,3.9,Sports,46,28,0
2156,48,Female,128067,89,0.5,Sports,43,29,0
2157,41,Female,103443,45,3.1,Home,48,14,0
2158,37,Female,60821,74,5.4,Electronics,14,4,0
2159,54,Male,135675,81,6.8,Home,14,0,0
2160,21,Female,80582,67,2.7,Clothing,20,7,1
2161,45,Female,142603,22,1.8,Clothing,13,20,0
2162,61,Female,42787,78,2.4,Home,10,24,1
2163,37,Female,84703,91,3.9,Home,10,17,0
2164,41,Male,41705,42,1.9,Home,19,5,0
2165,67,Female,89381,20,2.0,Home,12,22,0
2166,66,Male,131800,48,0.9,Home,44,0,0
2167,68,Female,124605,18,8.6,Sports,29,13,1
2168,49,Male,64653,77,2.6,Groceries,39,9,0
2169,58,Male,102018,70,8.3,Clothing,38,3,0
2170,53,Male,120592,74,4.7,Clothing,19,17,1
2171,51,Male,111626,93,6.5,Groceries,44,22,0
2172,53,Male,106217,6,1.2,Home,42,18,0
2173,19,Female,143513,39,6.0,Groceries,37,24,0
2174,32,Male,52252,11,3.3,Home,7,7,0
2175,51,Female,93332,25,1.4,Clothing,36,11,0
2176,53,Male,92799,94,9.1,Electronics,41,9,0
2177,23,Male,82185,55,6.2,Clothing,32,12,0
2178,56,Female,98313,84,2.8,Clothing,25,6,0
2179,59,Male,61538,58,4.5,Electronics,43,23,0
2180,68,Male,40343,37,3.9,Groceries,38,16,1
2181,68,Male,125689,16,7.2,Sports,7,25,0
2182,29,Male,100398,95,6.3,Home,17,11,0
2183,20,Female,61232,93,0.7,Home,38,5,0
2184,62,Male,140026,70,2.4,Clothing,13,22,1
2185,35,Male,123185,93,5.0,Electronics,17,6,1
2186,57,Female,73106,96,4.7,Clothing,20,12,0
2187,38,Female,134322,73,5.4,Clothing,22,13,0
2188,32,Male,101227,37,7.3,Groceries,3,24,0
2189,50,Male,73079,53,7.0,Home,9,22,0
2190,52,Female,45028,87,4.0,Sports,42,27,0
2191,43,Male,62135,16,8.8,Electronics,10,22,1
2192,25,Female,51066,18,1.1,Sports,19,12,0
2193,53,Male,139599,19,6.1,Electronics,18,5,0
2194,65,Female,118717,44,9.5,Home,0,18,0
2195,47,Female,103470,2,5.7,Groceries,30,12,1
2196,40,Female,40910,58,4.8,Sports,1,21,0
2197,59,Male,133018,10,1.8,Electronics,40,8,1
2198,61,Male,27141,76,8.2,Clothing,48,10,0
2199,31,Male,65950,46,4.1,Home,4,9,1
2200,31,Male,75723,82,7.2,Groceries,33,2,0
2201,19,Female,36225,19,2.4,Clothing,3,18,0
2202,54,Female,120250,38,0.9,Groceries,26,26,0
2203,22,Female,107123,37,3.4,Electronics,38,6,0
2204,55,Male,52959,91,3.2,Clothing,48,22,0
2205,62,Male,69192,78,8.8,Groceries,2,4,0
2206,58,Male,99711,45,8.7,Home,25,23,0
2207,64,Female,30051,34,5.6,Sports,40,23,1
2208,31,Male,91428,2,0.7,Sports,0,26,0
2209,56,Male,144212,44,2.7,Clothing,15,26,0
2210,42,Female,23449,97,6.6,Home,34,14,1
2211,37,Female,61095,83,1.5,Home,18,1,0
2212,19,Male,124213,27,7.2,Groceries,15,10,0
2213,56,Female,97929,48,0.6,Clothing,32,5,0
2214,23,Male,49190,94,7.0,Home,30,4,1
2215,34,Female,120245,7,8.5,Groceries,21,19,0
2216,42,Female,117069,27,5.0,Home,43,6,1
2217,45,Female,46141,85,8.4,Clothing,19,3,0
2218,19,Male,122525,71,7.9,Home,5,4,0
2219,52,Male,43908,89,6.9,Home,34,23,0
2220,54,Male,124847,18,4.7,Home,38,4,0
2221,22,Female,140910,33,3.1,Sports,2,26,1
2222,18,Female,143268,33,8.7,Electronics,31,28,1
2223,57,Female,52322,96,6.7,Clothing,12,26,1
2224,29,Female,70710,25,8.1,Sports,47,24,0
2225,53,Male,34012,14,5.7,Electronics,13,9,0
2226,62,Male,54889,38,2.1,Home,40,17,0
2227,40,Male,37412,38,9.8,Home,7,1,0
2228,64,Female,116150,4,2.2,Sports,46,14,1
2229,48,Female,130030,62,9.2,Groceries,18,8,1
2230,28,Male,44657,82,2.5,Clothing,44,1,1
2231,27,Female,25656,10,4.1,Electronics,13,2,0
2232,20,Male,28967,35,4.7,Home,10,21,1
2233,31,Female,104958,99,9.3,Clothing,49,19,0
2234,33,Female,35764,23,8.9,Home,34,23,0
2235,27,Male,35873,89,8.3,Home,35,23,0
2236,46,Male,114485,65,4.1,Home,2,1,1
2237,27,Female,129383,82,0.5,Clothing,24,1,0
2238,29,Male,71030,79,7.0,Sports,12,18,0
2239,47,Male,87807,25,4.4,Clothing,15,13,0
2240,58,Female,21607,96,7.7,Clothing,27,26,1
2241,18,Female,39523,53,8.1,Groceries,44,17,1
2242,22,Female,68447,84,4.7,Groceries,26,20,0
2243,37,Male,69757,17,7.6,Sports,9,0,1
2244,25,Female,149042,57,8.5,Groceries,17,6,0
2245,60,Female,139423,75,9.3,Sports,7,7,0
2246,29,Female,113526,77,6.0,Home,6,11,0
2247,18,Female,89201,89,7.9,Home,48,3,0
2248,37,Female,148765,20,5.2,Clothing,21,22,0
2249,45,Male,101844,25,0.9,Home,37,24,1
2250,60,Female,91388,42,2.0,Groceries,46,6,1
2251,54,Female,25462,45,1.7,Electronics,8,17,0
2252,64,Male,136832,31,2.1,Clothing,41,17,0
2253,54,Female,51795,65,0.6,Sports,39,25,0
2254,29,Female,89806,52,8.7,Home,38,9,0
2255,54,Male,68465,80,5.8,Clothing,28,9,0
2256,66,Female,81109,92,4.1,Clothing,36,5,1
2257,66,Male,110027,21,4.4,Clothing,49,23,0
2258,61,Female,70528,30,4.9,Home,47,11,0
2259,45,Male,56230,3,1.2,Sports,46,9,0
2260,64,Male,68242,98,3.1,Clothing,41,26,1
2261,32,Female,85883,70,8.6,Clothing,28,12,0
2262,23,Male,134688,43,7.6,Clothing,27,25,0
2263,61,Male,118366,29,5.9,Home,20,29,0
2264,37,Female,21783,3,5.1,Groceries,32,26,0
2265,67,Female,48390,58,3.0,Sports,25,11,1
2266,31,Male,28417,33,5.0,Clothing,37,18,0
2267,19,Female,92102,75,6.2,Clothing,14,0,1
2268,26,Male,37426,45,7.3,Clothing,1,0,0
2269,54,Male,50750,69,2.1,Home,11,10,0
2270,37,Female,78188,32,8.2,Groceries,32,17,1
2271,43,Female,30872,82,3.8,Clothing,14,25,1
2272,46,Male,114231,84,5.3,Clothing,44,21,0
2273,18,Female,149860,52,6.3,Home,0,1,0
2274,52,Female,68086,64,5.1,Sports,32,5,0
2275,23,Male,86770,40,5.9,Sports,3,15,1
2276,54,Male,120288,92,1.6,Groceries,27,26,1
2277,22,Male,114368,13,4.6,Sports,13,0,0
2278,50,Male,144158,90,3.2,Clothing,48,8,0
2279,66,Male,103514,80,1.3,Home,44,27,0
2280,68,Male,108177,89,2.3,Clothing,11,14,1
2281,31,Female,112663,74,6.2,Clothing,5,15,0
2282,29,Male,54720,29,2.4,Groceries,19,13,0
2283,59,Female,38079,63,2.2,Sports,47,6,1
2284,37,Female,37338,84,5.8,Sports,20,0,0
2285,67,Male,23291,26,9.1,Sports,15,15,0
2286,41,Female,94084,96,8.0,Clothing,11,8,0
2287,60,Male,132808,59,9.1,Home,19,28,0
2288,51,Female,130091,49,6.0,Home,44,24,0
2289,42,Male,119272,53,4.4,Clothing,32,10,0
2290,67,Male,69393,88,7.4,Electronics,49,29,0
2291,46,Male,113558,31,3.0,Clothing,1,9,0
2292,56,Male,89770,12,1.2,Sports,33,10,0
2293,48,Female,46720,58,3.8,Clothing,25,5,0
2294,64,Female,126642,36,3.3,Electronics,32,1,0
2295,60,Female,125653,10,6.9,Clothing,41,17,0
2296,67,Female,33368,6,5.7,Sports,29,11,0
2297,40,Female,74313,7,1.8,Groceries,0,13,1
2298,61,Male,67969,31,9.1,Home,45,7,0
2299,55,Male,68838,91,6.1,Electronics,7,24,0
2300,37,Male,28734,72,4.8,Groceries,0,3,0
2301,40,Male,127187,3,9.4,Home,45,17,0
2302,62,Male,119329,47,1.4,Groceries,9,20,1
2303,69,Female,146930,85,8.0,Clothing,31,12,0
2304,33,Male,32197,1,4.0,Clothing,39,22,0
2305,67,Male,88895,45,7.1,Home,1,13,0
2306,59,Female,123561,54,9.3,Home,30,19,1
2307,25,Female,140424,50,5.4,Clothing,3,27,0
2308,67,Male,76831,79,0.7,Clothing,11,24,0
2309,38,Male,121255,7,0.8,Home,30,27,1
2310,18,Female,78073,63,3.6,Home,40,14,0
2311,25,Male,92925,15,7.9,Home,22,19,1
2312,46,Male,132970,89,3.2,Sports,32,23,0
2313,49,Male,100488,67,3.7,Sports,7,18,0
2314,55,Female,114611,30,8.0,Clothing,48,27,0
2315,22,Male,104475,78,1.6,Sports,15,13,0
2316,64,Male,132531,68,8.5,Electronics,14,11,0
2317,39,Female,70302,36,3.0,Clothing,40,21,0
2318,64,Female,35624,67,1.0,Electronics,39,14,0
2319,51,Female,87271,5,1.6,Groceries,25,5,0
2320,18,Male,44315,25,9.5,Electronics,13,18,0
2321,43,Female,37422,95,4.8,Groceries,11,1,0
2322,60,Male,59137,11,2.9,Electronics,26,5,0
2323,27,Female,92663,72,5.5,Groceries,46,22,0
2324,47,Male,121216,90,7.0,Groceries,30,22,0
2325,67,Female,68232,66,3.5,Clothing,3,25,0
2326,35,Male,139528,28,7.4,Home,29,10,1
2327,34,Male,145420,60,2.9,Home,3,0,0
2328,43,Female,98142,10,1.6,Clothing,30,27,0
2329,25,Female,52743,50,5.7,Groceries,33,21,1
2330,64,Male,119546,39,1.9,Home,3,8,0
2331,57,Female,35636,37,9.4,Home,19,12,0
2332,66,Male,110884,63,0.5,Electronics,17,8,0
2333,29,Female,30108,61,7.7,Sports,46,14,1
2334,44,Female,93634,85,3.2,Clothing,7,27,1
